lat,long,country,city,street,time zone
10.6227552,1.2650349,Benin,TanguiÃ©ta,618 Esch Court,Africa/Porto-Novo
14.2553505,13.1134915,Niger,Nguigmi,67 Longview Place,Africa/Niamey
36.0917434,140.1139616,Japan,Saiki,3 Dakota Center,Asia/Tokyo
9.852371,-83.6143148,Costa Rica,La Suiza,6604 Towne Way,America/Costa_Rica
22.5346419,114.1237079,China,Zhongxi,95926 Linden Avenue,Asia/Shanghai
51.0176058,15.677587,Poland,WleÅ„,669 Mariners Cove Crossing,Europe/Warsaw
48.9236625,2.3882228,France,La Courneuve,49574 Florence Point,Europe/Paris
28.3559058,52.9599661,Iran,QÄ«r,18 Mcguire Center,Asia/Tehran
32.11871,35.129583,Israel,Revava,51 Cody Point,Asia/Jerusalem
5.242598,-75.781831,Colombia,Anserma,2859 Eastlawn Court,America/Bogota
55.9129296,13.1018168,Sweden,SvalÃ¶v,63325 2nd Street,Europe/Stockholm
22.000143,100.771678,China,Jianghong,51 Vahlen Street,Asia/Urumqi
53.98492,38.03593,Russia,Brusyanka,74685 Johnson Place,Europe/Moscow
26.6654996,-80.0590804,United States,West Palm Beach,11494 Lakewood Gardens Drive,America/New_York
35.4335808,139.5718014,Japan,Hirado,42424 Sunbrook Court,Asia/Tokyo
45.1088945,20.2323594,Serbia,Novi Slankamen,162 Mifflin Court,Europe/Belgrade
48.5686975,113.2344326,Mongolia,Tsagaan-Ovoo,1199 Evergreen Plaza,Asia/Ulaanbaatar
42.6930655,24.4496426,Bulgaria,Klisura,06777 Amoth Trail,Europe/Sofia
-7.2576752,112.7514577,Indonesia,Kanginan,8 Independence Road,Asia/Makassar
32.670426,-16.8498324,Portugal,Nogueira,13 Jenifer Place,Africa/Accra
59.2780101,18.1465992,Sweden,Bagarmossen,86 Ridgeway Crossing,Europe/Stockholm
42.3570233,21.755504,Serbia,BiljaÄça,86774 Atwood Point,Europe/Skopje
38.0375021,125.7079231,North Korea,Haeju,4458 Spohn Park,Asia/Pyongyang
28.144185,103.972601,China,Mugan,90 Paget Hill,Asia/Chongqing
-23.2400211,-51.6639768,Brazil,Astorga,3151 Petterle Place,America/Sao_Paulo
56.3360497,28.8883279,Russia,Idritsa,1454 Sommers Pass,Europe/Minsk
-11.4260053,43.2968632,Comoros,Douniani,4804 Banding Circle,Indian/Comoro
18.2336579,-72.3207531,Haiti,Marigot,729 American Ash Junction,America/Port-au-Prince
8.7504833,124.7798258,Philippines,Binitinan,01 Lerdahl Avenue,Asia/Manila
31.849004,117.044333,China,Qianhong,9 Truax Crossing,Asia/Shanghai
27.320917,111.458656,China,Xinshao,3229 Blaine Plaza,Asia/Chongqing
50.8476148,70.8264733,Kazakhstan,EgindikÃ¶l,584 Clove Trail,Asia/Almaty
47.0166139,-68.1430098,Sweden,Stockholm,9 Kennedy Alley,Europe/Stockholm
14.9659262,108.6888227,Vietnam,Minh Long,58757 Jackson Circle,Asia/Ho_Chi_Minh
34.0716318,134.3493568,Japan,KamojimachÅç-jÅçgejima,8597 Alpine Pass,Asia/Tokyo
-7.740099,-40.2884386,Brazil,Trindade,23783 American Drive,America/Sao_Paulo
43.5162166,-5.664252,Spain,Gijon,7 Arrowood Lane,Europe/Madrid
-6.7745272,111.4484559,Indonesia,Tempaling,9 Victoria Drive,Asia/Jakarta
-7.4043939,-35.5876697,Brazil,Itatuba,4 Sugar Circle,America/Fortaleza
-21.203385,-50.4439728,Brazil,AraÃ§atuba,78 Northport Drive,America/Sao_Paulo
41.0832289,-7.8225565,Portugal,Estrada,6405 Crownhardt Center,Europe/Lisbon
-8.4236237,120.6027296,Indonesia,Rentung,2 Pine View Junction,Asia/Makassar
46.176012,129.425798,China,Dalianhe,4483 Sloan Pass,Asia/Harbin
0.2827307,34.7518631,Kenya,Kakamega,1 Sutteridge Terrace,Africa/Nairobi
35.8024758,108.0101409,China,Xihuachi,40033 Michigan Trail,Asia/Chongqing
50.4974447,31.7833183,Ukraine,Zgurovka,4 Anderson Center,Europe/Kiev
-27.5571934,-53.9759139,Brazil,HumaitÃ¡,03 Ramsey Street,America/Manaus
-30.2932904,28.7693554,South Africa,Matatiele,52 Hayes Hill,Africa/Maseru
1.683061,-77.072933,Colombia,Florencia,2990 Ruskin Park,America/Bogota
27.4378935,30.8162909,Egypt,Al QÅ«ÅŸÄ«yah,6 Jay Trail,Africa/Cairo
30.233195,121.329456,China,Shengshan,61 Vermont Park,Asia/Shanghai
54.519499,86.358927,Russia,Gramoteino,170 Cascade Avenue,Asia/Novokuznetsk
33.5068235,70.6960868,Pakistan,DoÄÅba,51 Homewood Road,Asia/Karachi
20.2712406,-76.9556643,Cuba,Yara,32605 Kingsford Avenue,America/Havana
-6.150443,106.69511,Indonesia,Basen,15 Artisan Way,Asia/Makassar
5.8734472,124.8979544,Philippines,Lumatil,7 Badeau Place,Asia/Manila
38.430793,100.812859,China,Minle,804 Raven Point,Asia/Chongqing
4.815554,7.0498442,Nigeria,Port Harcourt,14581 Amoth Street,Africa/Lagos
12.5077895,-86.9035511,Nicaragua,Quezalguaque,6 Novick Road,America/Managua
-4.3253636,-40.1526661,Brazil,Santa QuitÃ©ria,2887 Raven Crossing,America/Fortaleza
-7.4417327,111.1056539,Indonesia,Gondang,24 Grayhawk Street,Asia/Jakarta
43.4433559,16.6929175,Croatia,OmiÅ¡,1664 Jay Hill,Europe/Zagreb
22.843818,114.164223,China,Qingxi,7545 Ridgeview Pass,Asia/Chongqing
40.2608574,23.2215193,Greece,NÃ©a FlogitÃ¡,6 Del Mar Parkway,Europe/Athens
47.0203676,-68.1435063,Sweden,Stockholm,7 Waywood Alley,Europe/Stockholm
-31.3393,20.9033999,South Africa,Williston,52959 Twin Pines Place,Africa/Johannesburg
13.8303,121.401,Philippines,Libato,7 Autumn Leaf Street,Asia/Manila
7.6497516,4.3000211,Nigeria,Kuta,4 Oxford Alley,Africa/Lagos
40.7325414,22.6920826,Greece,GÃ©fyra,75 Miller Terrace,Europe/Athens
16.438508,103.5060994,Thailand,Kalasin,9 American Ash Crossing,Asia/Bangkok
-2.4204637,-79.3437394,Ecuador,La Troncal,928 Hooker Pass,America/Guayaquil
9.3450522,-79.804459,Panama,Sabanitas,516 Crowley Point,America/Panama
6.6644629,2.1597595,Benin,Allada,18 Paget Plaza,Africa/Porto-Novo
34.440727,134.9171616,Japan,Sumoto,60526 Golden Leaf Park,Asia/Tokyo
-11.792902,-76.9873477,Peru,Carabayllo,30505 Red Cloud Circle,America/Lima
43.455312,6.685055,France,Puget-sur-Argens,5566 Fisk Way,Europe/Paris
55.0214573,82.6615789,Russia,Obâ€™,95518 Artisan Street,Asia/Novosibirsk
23.131797,113.407143,China,Huangcun,1 Amoth Crossing,Asia/Shanghai
42.52444,20.28083,Kosovo,Lloqan,00 Esch Point,Europe/Belgrade
49.9354529,18.9773045,Poland,GoczaÅ‚kowice ZdrÃ_j,24221 Marquette Crossing,Europe/Warsaw
30.323586,120.195198,China,Yege,4 Valley Edge Lane,Asia/Chongqing
51.567832,45.8303591,Russia,Sokolovyy,28066 Glendale Place,Europe/Volgograd
-9.4033,119.5606,Indonesia,Sangumata,694 Dapin Way,Asia/Makassar
40.2314017,44.2477669,Armenia,Aghavnatun,1236 Eagle Crest Terrace,Asia/Yerevan
58.316667,12.3166671,Sweden,TrollhÃ_ttan,4803 Carpenter Way,Europe/Stockholm
-7.2114552,112.7450068,Indonesia,Semampir,5704 Vidon Park,Asia/Jakarta
14.4349111,102.1632718,Thailand,Khon Buri,7561 Eliot Court,Asia/Bangkok
8.18806,124.60972,Philippines,Lingion,9 Holmberg Pass,Asia/Manila
22.270978,113.576677,China,Zhouhu,9452 Becker Drive,Asia/Shanghai
24.0441592,90.9856518,Bangladesh,Bhairab BÄÅzÄÅr,4 Fremont Center,Asia/Dhaka
-8.3765619,115.1918802,Indonesia,Mekarsari,06840 Center Alley,Asia/Jakarta
49.0920346,16.6293361,Czech Republic,Rajhradice,8426 Iowa Street,Europe/Prague
52.08234,5.1175293,Netherlands,Utrecht (stad),7 Montana Court,Europe/Amsterdam
-2.4659779,28.817249,Democratic Republic of the Congo,Kabare,18 Jenna Trail,Africa/Lubumbashi
4.4942318,9.5617847,Cameroon,Mbanga,752 Sloan Drive,Africa/Douala
-11.7386611,-75.5611485,Peru,Marco,9391 Meadow Vale Circle,America/Lima
-8.5248669,117.3959673,Indonesia,Semongkat,6 Forster Circle,Asia/Makassar
60.145521,16.17123,Sweden,Avesta,66 Old Shore Center,Europe/Stockholm
-6.1583904,106.4288088,Indonesia,Sukamulya,079 Bellgrove Terrace,Asia/Jakarta
30.128901,104.627636,China,Ziyang,08663 Summerview Circle,Asia/Shanghai
32.6480275,-16.9417632,Portugal,Funchal,18780 Dexter Lane,Atlantic/Madeira
40.02219,98.99644,China,Yangjingziwan,1451 Ohio Terrace,Asia/Chongqing
53.1406245,17.1259608,Poland,BiaÅ‚oÅ›liwie,4456 Montana Avenue,Europe/Warsaw
38.1162631,140.8585745,Japan,Asahi,9599 Dottie Drive,Asia/Tokyo
28.0250371,57.745955,Iran,KahnÅ«j,516 Superior Park,Asia/Tehran
42.9107635,20.8386377,Kosovo,ZveÄçan,9 Dayton Parkway,Europe/Belgrade
-21.9719784,-51.6528409,Brazil,Santo AnastÃ¡cio,962 Golf View Plaza,America/Sao_Paulo
32.4464635,62.1454133,Afghanistan,Farah,48 Birchwood Court,Asia/Kabul
-51.57321,-72.3508,Argentina,Yacimiento RÃ_o Turbio,62036 Fordem Terrace,America/Santiago
49.6629527,18.2269255,Czech Republic,FryÄçovice,915 West Pass,Europe/Prague
36.1181827,36.5162077,Syria,Kafr TakhÄÅrÄ«m,5 Atwood Circle,Asia/Damascus
35.0702051,118.2536287,China,Jiefang,5 Transport Way,Asia/Shanghai
49.4841887,17.3382537,Czech Republic,Brodek u PÅ™erova,1 Hayes Trail,Europe/Prague
40.400611,122.348936,China,Gaizhou,45 Lakeland Parkway,Asia/Harbin
39.9996674,116.3264439,China,Qinghua,86 Truax Place,Asia/Harbin
19.2859752,-99.0474345,Mexico,Miguel Hidalgo,4401 La Follette Street,America/Mexico_City
28.3285373,109.6029048,China,Aizhai,07020 Garrison Avenue,Asia/Chongqing
49.2484813,17.7516417,Czech Republic,HvozdnÃ¡,1304 Scoville Center,Europe/Prague
28.003553,96.657898,China,Towa,4 Burning Wood Point,Asia/Chongqing
40.3620707,-8.5535343,Portugal,OurentÃ£,32 Delladonna Way,Europe/Lisbon
26.497765,101.738528,China,Renhe,3 Raven Center,Asia/Chongqing
32.777591,35.305683,Israel,Rumat Heib,54 Evergreen Road,Asia/Jerusalem
26.686335,107.520386,China,Fuquan,85 Forest Plaza,Asia/Shanghai
52.721723,-2.244703,United Kingdom,Marston,9029 Service Avenue,Europe/London
-6.9871199,107.8487279,Indonesia,Nagrog Wetan,1 Esker Center,Asia/Jakarta
37.0038961,21.9202642,Greece,RizÃ_milos,37 Trailsway Terrace,Europe/Athens
46.252804,-72.9507829,Canada,Louiseville,38954 Forest Pass,America/Montreal
-29.1294007,-56.5481122,Brazil,Itaqui,22 Haas Circle,America/Sao_Paulo
45.7340335,-74.1402449,Canada,Mirabel,85 Kinsman Pass,America/Montreal
-32.9677252,-68.8493333,Argentina,Plaza Huincul,8786 Lakewood Point,America/Argentina/Salta
15.5450531,121.0872097,Philippines,Palayan City,51 Oak Point,Asia/Manila
41.3456622,23.9060624,Greece,KÃ¡to NevrokÃ_pi,37910 Elmside Plaza,Europe/Sofia
10.1834676,123.7325652,Philippines,Langtad,6 Cottonwood Junction,Asia/Manila
18.504589,108.79313,China,Huangliu,8 Park Meadow Court,Asia/Chongqing
34.0556839,73.1511314,Pakistan,HaveliÄÅn,8 Fairview Way,Asia/Karachi
54.1170868,17.3165528,Poland,Tuchomie,193 Mallard Terrace,Europe/Warsaw
22.54921,114.103143,China,Hongling,544 Packers Road,Asia/Chongqing
6.1244023,100.3674801,Malaysia,Alor Setar,8972 Texas Road,Asia/Kuala_Lumpur
55.7562751,38.6792665,Russia,Pavlovskiy Posad,883 Dakota Road,Europe/Moscow
29.5692083,50.5239096,Iran,Bandar-e GanÄÅveh,474 Di Loreto Lane,Asia/Tehran
21.776254,111.221995,China,Shalang,54400 Ruskin Parkway,Asia/Chongqing
55.3964727,13.5973884,Sweden,Kalmar,55 Columbus Center,Europe/Stockholm
-7.3251,108.0264,Indonesia,Cimonyong,38 Doe Crossing Alley,Asia/Jakarta
-6.8330992,106.3198908,Indonesia,Warungbanten,546 Dorton Road,Asia/Jakarta
53.3500473,-6.2755912,Ireland,Kingscourt,60 Shoshone Terrace,Europe/Dublin
46.2201972,-64.5346866,Canada,Shediac,19 Troy Drive,America/Moncton
9.135346,-75.2887369,Colombia,SampuÃ©s,47 East Pass,America/Bogota
-8.4114856,116.1713917,Indonesia,Tanjung,50547 Glacier Hill Park,Asia/Makassar
30.572815,104.066801,China,Shangdu,56690 Eliot Lane,Asia/Harbin
-6.9568794,112.8544932,Indonesia,Cendagah,9 Pearson Circle,Asia/Makassar
51.1372058,1.2986666,United Kingdom,Buckland,9740 Hanson Avenue,Europe/London
50.282951,18.2785364,Poland,Bierawa,28309 Waubesa Avenue,Europe/Warsaw
40.42639,49.98361,Azerbaijan,Amirdzhan,780 Shopko Point,Asia/Baku
5.9840985,116.0761121,Malaysia,Kota Kinabalu,7864 Pepper Wood Road,Asia/Kuching
41.45,128.833333,North Korea,Namyang-dong,9522 Springs Center,Asia/Pyongyang
24.513025,117.647093,China,Gangou,049 Waxwing Alley,Asia/Chongqing
34.31028,108.975658,China,Daminggong,46 Westridge Street,Asia/Chongqing
-30.2932904,28.7693554,South Africa,Matatiele,762 Muir Avenue,Africa/Maseru
26.6664174,-80.0894977,United States,West Palm Beach,01686 Towne Junction,America/New_York
53.5650926,-7.7655701,Ireland,Ballymahon,930 New Castle Road,Europe/Dublin
40.9178949,-8.4250467,Portugal,FajÃµes,5556 Barnett Place,Europe/Lisbon
38.7637108,-9.327504,Portugal,Francos,88909 Russell Hill,Europe/Lisbon
40.7388893,43.9061272,Armenia,Arevik,31 Clove Circle,Asia/Yerevan
25.178421,106.099617,China,Wangmo,683 Kensington Avenue,Asia/Chongqing
37.4562557,126.7052062,South Korea,Incheon,395 Mallory Circle,Asia/Seoul
-34.6503449,-58.5581402,Argentina,Gobernador Costa,937 Dakota Street,America/Argentina/Catamarca
18.4849304,-69.8887766,Dominican Republic,Villa Francisca,3 Barby Alley,America/Santo_Domingo
26.396895,118.449395,China,Youxikou,221 Grover Way,Asia/Shanghai
11.0606917,-69.7137997,Venezuela,La Cruz de Taratara,638 Jenifer Point,America/Caracas
50.8816379,20.4659289,Poland,PiekoszÃ_w,0279 Lyons Court,Europe/Warsaw
24.808198,118.03177,China,Zhangxi,487 Declaration Way,Asia/Chongqing
27.69965,108.839557,China,Jiangkou,3460 Mosinee Plaza,Asia/Chongqing
48.7037515,2.3056035,France,Chilly-Mazarin,06921 Miller Road,Europe/Paris
39.035613,115.213446,China,Malianchuan,1 Golden Leaf Plaza,Asia/Chongqing
43.9340953,18.8019069,Bosnia and Herzegovina,Sokolac,57 Crowley Center,Europe/Sarajevo
26.458254,114.786182,China,Wanâ€™an,935 Dovetail Junction,Asia/Shanghai
31.1393795,-97.8047404,United States,Waco,567 Helena Terrace,America/Chicago
10.3296345,37.7343987,Ethiopia,Debre Markâ€™os,61615 Elka Way,Africa/Addis_Ababa
35.2617507,57.973082,Iran,Bardaskan,68 Heffernan Plaza,Asia/Tehran
7.7381338,122.8349537,Philippines,Monching,9 Petterle Plaza,Asia/Manila
16.1293948,120.5372119,Philippines,Nama,69734 Crest Line Parkway,Asia/Manila
-4.1383821,103.9724141,Indonesia,Pengandonan,6453 Eggendart Terrace,Asia/Jakarta
18.2544504,-76.8865085,Jamaica,Richmond,03388 Schmedeman Park,America/Jamaica
16.0406339,120.5903599,Philippines,Puncan,05766 Hollow Ridge Avenue,Asia/Manila
18.2886378,-99.4526826,Mexico,Lazaro Cardenas,93504 Starling Place,America/Mexico_City
-9.5318628,124.4364621,Indonesia,Bijaepasu,1 Clarendon Drive,Asia/Makassar
10.5451205,-71.691066,Venezuela,San Francisco,20252 Basil Alley,America/Caracas
-8.233052,113.3100762,Indonesia,Krajan Dua Padomasan,5 Norway Maple Junction,Asia/Jakarta
60.4165735,24.3256379,Finland,Vihti,337 6th Alley,Europe/Helsinki
-1.259553,104.100502,Indonesia,Simpang,08498 Warner Court,Asia/Jakarta
40.4222843,-80.0367259,United States,Pittsburgh,75023 Carberry Road,America/New_York
10.584981,-62.3037176,Venezuela,GÃ_iria,0339 Troy Street,America/Caracas
-6.9014042,106.8370122,Indonesia,Lembursawah,04 Maple Wood Parkway,Asia/Jakarta
53.450694,-6.1479779,Ireland,Malahide,3 Pierstorff Terrace,Europe/Dublin
41.2101217,-95.9991228,United States,Omaha,3869 Towne Place,America/Chicago
48.4470051,23.2604434,Ukraine,Kushnytsya,473 Brown Parkway,Europe/Uzhgorod
26.3039206,127.7616484,Japan,Chatan,8026 Bunting Street,Asia/Tokyo
0.9463536,-74.4994517,Colombia,Cartagena del ChairÃ¡,54486 Darwin Park,America/Bogota
35.256108,113.322332,China,Macun,7 Mcbride Alley,Asia/Shanghai
49.99754,5.9475635,Luxembourg,Eschweiler,0184 Garrison Park,Europe/Brussels
-4.3601087,14.7608448,Republic of the Congo,Kinkala,72544 Fordem Trail,Africa/Kinshasa
28.109577,107.269482,China,Wangcao,56 Annamark Drive,Asia/Chongqing
28.440223,114.993228,China,Tangpu,75 Rowland Junction,Asia/Shanghai
44.3660736,19.8379835,Serbia,JoÅ¡eva,67 Golden Leaf Terrace,Europe/Sarajevo
23.113478,113.417068,China,Dongpu,52 Carpenter Lane,Asia/Chongqing
47.81227,38.28822,Ukraine,Kuteynykove,901 Clove Center,Europe/Zaporozhye
2.286994,102.305535,Malaysia,Melaka,8 Russell Drive,Asia/Kuala_Lumpur
30.271087,120.166448,China,Huaguo,8 Graceland Park,Asia/Chongqing
39.947072,116.4649163,China,Banpu,1 Cottonwood Place,Asia/Shanghai
47.2420053,-122.4206086,United States,Tacoma,1 Gerald Place,America/Los_Angeles
26.604594,106.724426,China,Yunyan,4338 Village Green Trail,Asia/Chongqing
-8.7593366,115.5977123,Indonesia,Pejukutan,9167 Karstens Drive,Asia/Makassar
6.313861,-76.13181,Colombia,Urrao,783 Anderson Pass,America/Bogota
-8.0685658,111.6809778,Indonesia,Salamrejo,1232 Ramsey Court,Asia/Jakarta
35.2037032,-80.7842188,United States,Charlotte,999 John Wall Plaza,America/New_York
-25.9480519,31.1338071,Swaziland,Bulembu,3 Coolidge Place,Africa/Johannesburg
47.975777,25.8865511,Ukraine,Bila Krynytsya,252 Brentwood Circle,Europe/Kiev
-18.4097245,-49.2162908,Brazil,Itumbiara,28 Victoria Street,America/Sao_Paulo
-33.5922807,-71.6055123,Chile,San Antonio,25 Amoth Circle,America/Santiago
41.54142,24.6964808,Bulgaria,Smolyan,635 Meadow Vale Way,Europe/Sofia
45.2557594,41.8390104,Russia,Novorozhdestvenskaya,97444 Oakridge Hill,Europe/Moscow
39.2075584,-8.6259188,Portugal,Almeirim,22054 Haas Center,Europe/Lisbon
21.912701,111.902604,China,Mafang,9 Spaight Place,Asia/Chongqing
-20.9827531,-48.0563942,Brazil,Pontal,38 Brentwood Point,America/Sao_Paulo
32.412199,121.161171,China,Juzhen,0549 8th Terrace,Asia/Shanghai
-7.71725,108.07666,Indonesia,Leuwipicung,98 Thierer Way,Asia/Jakarta
-34.6261642,-58.4754013,Argentina,Aranguren,4 Cascade Alley,America/Argentina/Cordoba
-7.8013074,111.6541483,Indonesia,Ngembel,90 Eastlawn Court,Asia/Jakarta
50.2350707,38.0596975,Russia,Valuyki,43 Dwight Street,Europe/Moscow
57.141246,22.5366558,Latvia,Stende,48161 Loftsgordon Road,Europe/Riga
38.92,-76.99,United States,Washington,1 Harper Place,America/New_York
50.2609615,16.101507,Czech Republic,OpoÄçno,7985 Reindahl Place,Europe/Prague
43.4945737,5.8978018,France,Paris 16,6103 Colorado Parkway,Europe/Paris
3.592116,98.668662,Indonesia,Glugur Tengah,0441 Bashford Avenue,Asia/Jakarta
9.4312231,-69.9520561,Venezuela,ParaÃ_so de ChabasquÃ©n,74696 Namekagon Crossing,America/Caracas
35.1852624,35.9533322,Syria,BÄÅniyÄÅs,6 Lake View Way,Asia/Damascus
50.8667699,18.828601,Poland,CzÄ™stochowa,7513 Novick Trail,Europe/Warsaw
39.9666494,116.4041472,China,Zhonghe,780 Hooker Place,Asia/Harbin
7.4951158,134.6336896,Palau,Melekeok Village,84657 Onsgard Crossing,Pacific/Palau
26.885704,120.005147,China,Xiabuji,6 Coolidge Park,Asia/Shanghai
35.3255514,25.2773184,Greece,GoÃºrnes,942 Ludington Park,Europe/Athens
14.6002303,121.0480673,Philippines,Tiling,775 Loomis Point,Asia/Manila
25.386379,114.922922,China,Xinfeng,98 Hoepker Avenue,Asia/Shanghai
52.2861138,20.8081804,Poland,HornÃ_wek,32609 Superior Road,Europe/Warsaw
-10.507793,-40.323089,Brazil,Campo Formoso,30112 Colorado Alley,America/Bahia
53.3326761,48.6446327,Russia,Shigony,572 Continental Crossing,Europe/Samara
54.7599431,20.1021063,Russia,Svetlyy,674 5th Hill,Europe/Kaliningrad
53.194641,45.0240889,Russia,Penza,82666 Artisan Park,Europe/Moscow
34.978856,103.712902,China,Yeliguan,23 Mitchell Road,Asia/Chongqing
26.960479,114.762098,China,Guantian,162 Stuart Trail,Asia/Shanghai
55.7,37.58333,Russia,Novyye CherÃ«mushki,3718 Hovde Way,Europe/Moscow
29.33903,104.778442,China,Zigong,890 Westport Plaza,Asia/Chongqing
33.06748,107.023323,China,Hanzhong,4175 Moland Lane,Asia/Chongqing
32.13698,35.18595,Palestinian Territory,ZaytÄÅ JammÄÅâ€˜Ä«n,2073 Maple Wood Junction,Asia/Hebron
-7.8426533,110.3859913,Indonesia,Tamanan,5 Little Fleur Circle,Asia/Jakarta
43.3032794,5.380142,France,Marseille,29 Florence Place,Europe/Paris
59.1477457,10.1916192,Norway,Sandefjord,5 Shopko Terrace,Europe/Oslo
44.9544161,42.0328581,Russia,Stavropolâ€™,84512 High Crossing Center,Europe/Moscow
31.364902,108.249509,China,Gaoqiao,55 Summit Terrace,Asia/Chongqing
-7.0448624,111.9075351,Indonesia,Wadung,15280 Thackeray Drive,Asia/Jakarta
56.7653841,60.665967,Russia,Krasnaya Gorka,9 Dorton Terrace,Europe/Moscow
30.63963,114.385538,China,Qingshan,256 Muir Street,Asia/Chongqing
49.9166289,19.1520875,Poland,Wilamowice,46031 Jay Pass,Europe/Warsaw
10.1769828,38.1239492,Ethiopia,Dejen,48 Westridge Court,Africa/Addis_Ababa
-6.9140922,112.4202058,Indonesia,Bluri,4279 Arapahoe Court,Asia/Jakarta
32.679852,-16.8502879,Portugal,Camacha,101 Meadow Valley Court,Africa/Accra
60.7613626,22.6422393,Finland,PÃ¶ytyÃ_,5 Carberry Street,Europe/Helsinki
14.2552463,-89.8497574,Guatemala,El JÃ_caro,27948 Browning Pass,America/Guatemala
47.573689,34.8688115,Ukraine,Vyshchetarasivka,619 Northport Lane,Europe/Zaporozhye
51.6773339,5.0633742,Netherlands,Waalwijk,57704 Dayton Lane,Europe/Amsterdam
-29.9132584,-51.1861921,Brazil,Canoas,00 Bellgrove Place,America/Sao_Paulo
12.6679167,123.9881642,Philippines,Bantog,1762 Bashford Center,Asia/Manila
30.3312397,120.1534039,China,Shixiang,11264 4th Circle,Asia/Chongqing
50.969668,18.7293002,Poland,Krzepice,293 Hazelcrest Park,Europe/Warsaw
24.063883,99.200253,China,Gantang,9304 Bonner Point,Asia/Harbin
8.1380673,100.1255164,Thailand,Chian Yai,1210 Merrick Pass,Asia/Bangkok
7.2576942,9.9744535,Nigeria,Takum,84025 Holmberg Park,Africa/Lagos
34.1672881,-118.153228,United States,Pasadena,1801 Bashford Hill,America/Los_Angeles
53.2987724,-6.366762,Ireland,Aughrim,707 Transport Circle,Europe/Dublin
22.830644,112.94593,China,Gulao,0063 Shasta Terrace,Asia/Chongqing
-3.8398302,-62.0610928,Brazil,CodajÃ¡s,9186 Caliangt Trail,America/Manaus
32.19061,35.29332,Palestinian Territory,RÅ«jayb,73 Elgar Trail,Asia/Hebron
39.1442379,23.8641946,Greece,PatitÃ_rion,63194 Forest Dale Hill,Europe/Athens
4.4613091,96.5249759,Indonesia,Beutong Ateuh,98 Sunfield Trail,Asia/Pontianak
-18.0292038,-63.4021544,Bolivia,Limoncito,445 Oneill Crossing,America/La_Paz
18.8239558,-69.7403955,Dominican Republic,Monte Plata,02169 Green Ridge Avenue,America/Santo_Domingo
-23.2251621,-45.8861749,Brazil,SÃ£o JosÃ© dos Campos,8 Carioca Circle,America/Sao_Paulo
14.7342524,121.0702642,Philippines,Esperanza,9 Elgar Parkway,Asia/Manila
50.4553587,30.7716386,Ukraine,Knyazhichi,49968 Columbus Circle,Europe/Kiev
-15.81644,-73.968712,Peru,Achanizo,0 Darwin Road,America/Lima
-28.3833642,-53.929557,Brazil,IjuÃ_,4809 Linden Crossing,America/Sao_Paulo
48.8466523,2.2582125,France,Paris 15,476 Mariners Cove Crossing,Europe/Paris
6.4387946,100.1947477,Malaysia,Kangar,59 Lighthouse Bay Alley,Asia/Kuala_Lumpur
15.2008428,-12.9449928,Senegal,SÃ©mÃ©,037 Anzinger Pass,Africa/Bamako
43.4945737,5.8978018,France,Paris 18,9992 Hovde Pass,Europe/Paris
6.647477,101.2353772,Thailand,Mae Lan,9765 Kennedy Park,Asia/Bangkok
28.39895,113.02064,China,Beishan,9812 Mayfield Way,Asia/Chongqing
6.9655812,125.4609462,Philippines,Baracatan,4831 Wayridge Trail,Asia/Manila
38.6319438,-9.0477594,Portugal,Palhais,3009 Cottonwood Terrace,Europe/Lisbon
40.6878581,46.3723313,Azerbaijan,Ganja,8 Lawn Terrace,Asia/Baku
-8.1101209,112.3963638,Indonesia,Tapakrejo,5 Center Lane,Asia/Jakarta
35.422892,103.352654,China,Linxia Chengguanzhen,180 Wayridge Hill,Asia/Chongqing
10.29041,-67.6274785,Venezuela,El LimÃ_n,4922 Acker Street,America/Caracas
22.517585,113.39277,China,Zhongshanmen,6 Waywood Junction,Asia/Shanghai
19.6402143,-99.0654022,Mexico,La Laguna,9378 Derek Trail,America/Mexico_City
47.719429,107.795502,Mongolia,Arhust,9 Arrowood Center,Asia/Ulaanbaatar
13.264915,123.4256573,Philippines,Libon,965 Meadow Ridge Junction,Asia/Manila
45.7873408,126.7075176,China,Jinrongjie,113 Glendale Pass,Asia/Harbin
14.6135888,121.0957927,Philippines,De la Paz,8 Mosinee Court,Asia/Manila
17.0187975,103.2432632,Thailand,Si That,04932 Tony Avenue,Asia/Bangkok
-17.0918434,-71.7711448,Peru,Cocachacra,25459 Vera Park,America/Lima
29.0994968,119.700816,China,Fushi,65380 Alpine Terrace,Asia/Shanghai
46.4270739,16.5473979,Croatia,Belica,74483 Warbler Place,Europe/Zagreb
3.6275746,98.9797467,Indonesia,Pantai Ceuremen,7 Summerview Pass,Asia/Pontianak
49.8363158,36.6813123,Ukraine,Chuhuyiv,45 Katie Terrace,Europe/Zaporozhye
-13.1638737,-74.2235641,Peru,Pujocucho,242 Londonderry Avenue,America/Lima
-8.738072,118.1171082,Indonesia,Maumbawa,731 Towne Street,Asia/Makassar
41.403128,119.64328,China,Jianping,43847 Havey Circle,Asia/Chongqing
33.612843,113.667436,China,Jiatou,0 Fordem Parkway,Asia/Shanghai
-6.6421188,108.1873407,Indonesia,Pasiripis,73449 Saint Paul Park,Asia/Jakarta
47.0166139,-68.1430098,Sweden,Stockholm,1 Sage Street,Europe/Stockholm
